"","d1","v1","d2","v2","d3","v3","d4","v4","d5","v5","r0","a","b","r1","r2","w"
"1",1.2043107082692,0.20968601251418,1.128661263519,0.20561700656452,0.9880496940928,0.21336046898711,0.7789918442482,0.21838720253273,0.5359076908363,0.21502606856263,1.892008656733,8.766585877867,0.181735362459,4.728883620686,1.278552252215,0.368363618268
"2",1.2332286296489,0.21317871146816,1.158284493974,0.20864623691782,1.0258531762487,0.2163052001738,0.8263077235077,0.22226521689025,0.5897417244033,0.22067671141028,1.807075896972,8.426688849912,0.183084297492,4.623615555895,1.298907352783,0.383088654575
"3",1.1635220547377,0.20451709143447,1.0882112184626,0.20070002894059,0.9440741549484,0.20811257384532,0.732602441688,0.21197126977531,0.4894889321423,0.20720788043209,1.912374099802,8.370936288236,0.179387406495,4.742067315749,1.342498887431,0.364648443782
"4",1.2235831304027,0.21255818406089,1.1485048204413,0.20803123501137,1.0142664909713,0.21547859734998,0.812823638741,0.22105790193342,0.5753027435517,0.2188755918643,1.811360343394,8.778391023976,0.17739695942,4.695597370179,1.276931699287,0.376938200058
"5",1.1916256944323,0.20911279886062,1.1136154639914,0.20494895986092,0.9668321956809,0.21247037908945,0.7515593571406,0.21694700895716,0.5035110197928,0.21229716550579,1.903516514888,8.358421049185,0.179561142035,4.744010832321,1.263127156272,0.376488432073
"6",1.2576998708465,0.21577259357654,1.1841168809082,0.21084387510652,1.0598373837547,0.21867413407948,0.8693408791569,0.22532572840583,0.6397600543811,0.22508390023962,1.756847328833,8.281244206727,0.172915106043,4.503661248445,1.286978617474,0.380842380337
"7",1.266864791266,0.21518179159044,1.1943909920325,0.21067102208403,1.0707780429438,0.21907980095125,0.8799730591545,0.22606847250299,0.6495166069967,0.22625278995641,1.831387573198,8.708706987272,0.175709093643,4.490394386634,1.28226397106,0.377643780014
"8",1.2881448434134,0.21771787397694,1.215384347445,0.2130441044475,1.0945636699859,0.22181619740954,0.9058580508571,0.22905539660863,0.6762916260724,0.23002678954392,1.816444744564,8.862408266395,0.18700874106,4.49125108088,1.291322580639,0.397075564429
"9",1.2575118381505,0.21246342356035,1.1868080571034,0.20826564488495,1.0644717207424,0.21719121214974,0.8732815326419,0.22408499327127,0.6431755511989,0.22450204468082,1.884768332591,8.50174285966,0.186011232935,4.433706231817,1.349258608945,0.370360435137
"10",1.2173745419424,0.21230946598011,1.1412940788937,0.20762561591367,1.0053534395195,0.21492174138323,0.8025819440809,0.22032052921117,0.5640249956231,0.21777997365993,1.79098384714,8.206106423808,0.179752130855,4.662450614208,1.300984631991,0.389372329615
"11",1.2455411272714,0.21270598808563,1.173902098831,0.20813741589852,1.0504351532563,0.21635949425814,0.8601924353154,0.22296278205999,0.631566938276,0.22273115607322,1.810942003616,8.345506749755,0.171915850782,4.470785586968,1.315995210793,0.364208600297
"12",1.2444620714119,0.21370994785963,1.1716898673154,0.20908132870679,1.0464807944497,0.21692856247726,0.8549539152244,0.22337044737223,0.625360004469,0.22284124323982,1.782147670502,8.896704982393,0.185667024774,4.612297061863,1.322591716137,0.367385221563
"13",1.3099282455606,0.22108293998924,1.2361569652985,0.21584821317967,1.1175316403847,0.22446986404441,0.9317891242822,0.23227984502369,0.70448397561,0.23389025393625,1.772562268566,8.844002925345,0.179678566804,4.458582290957,1.237222057928,0.385074380073
"14",1.2474030933149,0.21407463156581,1.1728058154499,0.20975112452386,1.0410702652606,0.21787433859382,0.8410175861354,0.22420076338862,0.6033764531676,0.22297715337631,1.86614233331,8.573752956736,0.173908540061,4.556175482848,1.25670179371,0.390832363681
"15",1.2942167502118,0.21625522198665,1.2241211326656,0.21211438061779,1.1037417520296,0.22127210308934,0.9147100282778,0.22915701807706,0.684777817402,0.23046507689145,1.90038533619,8.609206681051,0.177747134729,4.355329720119,1.277140728737,0.37750017241
"16",1.2941142836769,0.21791887889258,1.2227604684153,0.21321586820268,1.106007377959,0.22191114603145,0.9217171083417,0.22951570531743,0.6966144579556,0.23101048464752,1.79505889344,8.833086255073,0.183928722585,4.443996139564,1.303222626792,0.386689761395
"17",1.2130894961342,0.21110455821796,1.1368244213242,0.20683744211102,0.9964992392379,0.21447665459964,0.7880430680708,0.21964748522731,0.5448017705618,0.21655054648964,1.867952079854,8.94021313184,0.189019423869,4.772918660335,1.283427366182,0.374475417128
"18",1.2818116560274,0.2171730719188,1.2086550172674,0.21249586616926,1.0846404570771,0.22128875848451,0.892495004161,0.22842341632998,0.6603075194197,0.22893827820167,1.844045645468,8.769481459944,0.18093185324,4.487520994146,1.269030544034,0.398885506536
"19",1.1936364129125,0.20799360620853,1.1202831246973,0.20374404140683,0.9868885212324,0.21121792002259,0.7866558882097,0.21627661016099,0.5513858493294,0.21359071261037,1.83057529476,8.147101259358,0.174901051064,4.609056684024,1.359984573909,0.375304882808
"20",1.1914582779069,0.20927040444413,1.1160794649725,0.20481705182118,0.978351647557,0.21182151194769,0.7740880560303,0.21639694425261,0.5358365801493,0.21292447175114,1.809981626478,8.476305062846,0.178240965637,4.738014782209,1.341508477756,0.392811289244
"21",1.1873426933218,0.20795774560532,1.111899675662,0.20385987794744,0.9705315680154,0.21127593109778,0.7614686371569,0.21552632170849,0.519627643266,0.21148597802744,1.887195983891,8.757439282125,0.181244780203,4.76856149369,1.3401468671,0.398587845753
"22",1.3098720421597,0.21763140943447,1.2426102060219,0.21349721791088,1.130354269232,0.22287059376243,0.9511329715829,0.2310353256784,0.7300449096077,0.23335714275495,1.837631749115,8.908491120121,0.184248206021,4.33814031105,1.331552509216,0.392463512341
"23",1.2204503819115,0.21124512899574,1.1452649975809,0.20695696471342,1.00903348186,0.2147494219791,0.8045994599427,0.22028549406854,0.5645549608407,0.21791267499533,1.872046827653,8.474044479913,0.179150064645,4.63266773084,1.292379597485,0.384707221503
"24",1.2612279663322,0.21348828632112,1.1889605750517,0.20928163042252,1.0626028974206,0.21820657379951,0.8666940563883,0.22504843455077,0.6322084466988,0.22501251283926,1.916053169817,8.616233279366,0.173726158973,4.452530299553,1.272040612186,0.374829117542
"25",1.2492134557811,0.21428703434491,1.1747999461613,0.20982733293553,1.0450315463516,0.21776168841298,0.8476930250916,0.22427351971932,0.6124241649678,0.22332872143292,1.827023054638,8.868872171066,0.187510777796,4.625950901608,1.29080267997,0.377720290094
"26",1.2158007387543,0.21183162397346,1.1392980937911,0.2073841590484,0.999762421058,0.21498771787009,0.7920293055021,0.22033001540815,0.5491460908338,0.21730797624087,1.855126206249,8.424579718314,0.172574906142,4.667778993001,1.237785636719,0.367812907286
